chr	start	end	intensity	experiment
chr2	115857500	116072500	43	plusE2
chr2	165822500	165912500	46	plusE2
chr2	181392500	181497500	45	plusE2
chr2	131562500	131812500	48	plusE2
chr2	27552500	27762500	48	plusE2
chr2	158547500	158627500	49	plusE2
chr2	28922500	29052500	51	plusE2
chr2	173187500	173562500	52	plusE2
chr2	152692500	152832500	52	plusE2
chr2	128697500	128817500	52	plusE2
chr2	127167500	127202500	52	plusE2
chr2	27287500	27427500	61	plusE2
chr2	173107500	173182500	62	plusE2
chr2	33682500	33732500	62	plusE2
chr3	146995000	148985000	26	plusE2
chr3	28265000	28395000	35	plusE2
chr3	116255000	116325000	42	plusE2
chr3	34645000	35105000	46	plusE2
chr3	144505000	144565000	49	plusE2
chr3	129535000	129685000	27	plusE2
chr3	107695000	108145000	27	plusE2
chr3	87035000	87565000	27	plusE2
chr3	78955000	79105000	27	plusE2
chr3	65215000	65315000	27	plusE2
chr3	49095000	50305000	27	plusE2
chr3	35755000	35935000	27	plusE2
chr3	32965000	33145000	27	plusE2
chr3	28265000	28485000	27	plusE2
chr3	10685000	13865000	27	plusE2
chr3	145655000	145835000	26	plusE2
chr3	144205000	144405000	26	plusE2
chr3	127185000	127555000	26	plusE2
chr3	116905000	117785000	26	plusE2
chr3	110145000	111065000	26	plusE2
chr3	94455000	94575000	26	plusE2
chr3	83945000	84035000	26	plusE2
chr3	79285000	79565000	26	plusE2
chr3	54055000	54115000	26	plusE2
chr3	38255000	38485000	26	plusE2
chr3	9395000	9595000	26	plusE2
chr3	157875000	158005000	25	plusE2
chr3	143245000	144245000	25	plusE2
chr3	141505000	141615000	25	plusE2
chr3	138585000	138725000	25	plusE2
chr3	128185000	129205000	25	plusE2
chr3	114995000	115085000	25	plusE2
chr3	109025000	109495000	25	plusE2
chr3	87275000	87345000	25	plusE2
chr3	76005000	78925000	25	plusE2
chr3	68055000	68605000	25	plusE2
chr3	66975000	67195000	25	plusE2
chr3	55795000	55935000	25	plusE2
chr3	54385000	54535000	25	plusE2
chr3	53735000	54685000	25	plusE2
chr3	52845000	52955000	25	plusE2
chr3	51705000	52015000	25	plusE2
chr3	31795000	31905000	25	plusE2
chr3	30605000	30795000	25	plusE2
chr3	20655000	21935000	25	plusE2
chr3	143245000	143375000	24	plusE2
chr3	134335000	134605000	24	plusE2
chr3	113655000	114035000	24	plusE2
chr3	103445000	103575000	24	plusE2
chr3	102715000	103165000	24	plusE2
chr3	101945000	102235000	24	plusE2
chr3	68615000	68955000	24	plusE2
chr3	58165000	58465000	24	plusE2
chr3	57845000	58415000	24	plusE2
chr3	55155000	55265000	24	plusE2
chr3	38665000	38845000	24	plusE2
chr3	38485000	38845000	24	plusE2
chr3	37465000	37635000	24	plusE2
chr3	36645000	36835000	24	plusE2
chr3	16315000	17825000	24	plusE2
chr3	15405000	15535000	24	plusE2
chr3	143235000	144385000	23	plusE2
chr3	133135000	133265000	23	plusE2
chr3	123865000	123945000	23	plusE2
chr3	123515000	124585000	23	plusE2
chr3	122155000	122265000	23	plusE2
chr3	97685000	97885000	23	plusE2
chr3	79085000	79195000	23	plusE2
chr3	73065000	75145000	23	plusE2
chr3	69125000	69485000	23	plusE2
chr3	66825000	66935000	23	plusE2
chr3	65395000	65865000	23	plusE2
chr3	58655000	59055000	23	plusE2
chr3	50905000	51125000	23	plusE2
chr3	31795000	32195000	23	plusE2
chr3	29805000	30005000	23	plusE2
chr3	20655000	22195000	23	plusE2
chr3	9065000	9245000	23	plusE2
chr3	158165000	159545000	22	plusE2
chr3	152115000	152305000	22	plusE2
chr3	151945000	152045000	22	plusE2
chr3	141905000	142165000	22	plusE2
chr3	123515000	123685000	22	plusE2
chr3	105075000	105725000	22	plusE2
chr3	103815000	103965000	22	plusE2
chr3	100765000	101295000	22	plusE2
chr3	94365000	94495000	22	plusE2
chr3	92155000	92905000	22	plusE2
chr3	68715000	69065000	22	plusE2
chr3	58805000	59015000	22	plusE2
chr3	54815000	55145000	22	plusE2
chr3	43785000	44915000	22	plusE2
chr3	30695000	30975000	22	plusE2
chr3	30225000	30505000	22	plusE2
chr3	28565000	28745000	22	plusE2
chr3	5215000	5575000	22	plusE2
chr3	157565000	157945000	21	plusE2
chr3	156565000	156775000	21	plusE2
chr3	144845000	144995000	21	plusE2
chr3	143505000	144205000	21	plusE2
chr3	135605000	135725000	21	plusE2
chr3	133335000	133535000	21	plusE2
chr3	115715000	115945000	21	plusE2
chr3	109535000	113085000	21	plusE2
chr3	106545000	106725000	21	plusE2
chr3	102715000	103015000	21	plusE2
chr3	98895000	99235000	21	plusE2
chr3	96955000	97085000	21	plusE2
chr3	89325000	89765000	21	plusE2
chr3	85575000	85775000	21	plusE2
chr3	83945000	84315000	21	plusE2
chr3	82995000	83275000	21	plusE2
chr3	82365000	83055000	21	plusE2
chr3	68055000	68715000	21	plusE2
chr3	49095000	50075000	21	plusE2
chr3	39325000	39455000	21	plusE2
chr3	34235000	35485000	21	plusE2
chr3	31315000	31605000	21	plusE2
chr3	30615000	30815000	21	plusE2
chr3	30605000	30965000	21	plusE2
chr3	29815000	30505000	21	plusE2
chr3	29075000	29205000	21	plusE2
chr3	19525000	19695000	21	plusE2
chr3	16535000	16655000	21	plusE2
chr3	8955000	9465000	21	plusE2
chr3	8055000	8505000	21	plusE2
chr3	144825000	145025000	20	plusE2
chr3	141925000	142055000	20	plusE2
chr3	133095000	134625000	20	plusE2
chr3	128475000	128745000	20	plusE2
chr3	124275000	124585000	20	plusE2
chr3	122935000	123325000	20	plusE2
chr3	122685000	122865000	20	plusE2
chr3	119565000	119675000	20	plusE2
chr3	118435000	118995000	20	plusE2
chr3	104785000	105055000	20	plusE2
chr3	101305000	101815000	20	plusE2
chr3	90415000	90645000	20	plusE2
chr3	88005000	88175000	20	plusE2
chr3	81945000	82025000	20	plusE2
chr3	81935000	82355000	20	plusE2
chr3	79105000	79595000	20	plusE2
chr3	57845000	58495000	20	plusE2
chr3	41235000	41405000	20	plusE2
chr3	41185000	41405000	20	plusE2
chr3	40005000	40115000	20	plusE2
chr3	38885000	39995000	20	plusE2
chr3	34235000	34385000	20	plusE2
chr3	33815000	34055000	20	plusE2
chr3	19695000	19885000	20	plusE2
chr3	16465000	16815000	20	plusE2
chr3	7785000	8025000	20	plusE2
chr3	4995000	5055000	20	plusE2
chr3	153975000	154575000	19	plusE2
chr3	144735000	145025000	19	plusE2
chr3	131595000	132085000	19	plusE2
chr3	129825000	130695000	19	plusE2
chr3	129695000	130075000	19	plusE2
chr3	128885000	129195000	19	plusE2
chr3	126405000	126895000	19	plusE2
chr3	108855000	109065000	19	plusE2
chr3	105105000	105655000	19	plusE2
chr3	103045000	103355000	19	plusE2
chr3	100965000	101805000	19	plusE2
chr3	93545000	94265000	19	plusE2
chr3	68255000	68495000	19	plusE2
chr3	66585000	66745000	19	plusE2
chr3	66335000	67195000	19	plusE2
chr3	54185000	54325000	19	plusE2
chr3	53865000	54155000	19	plusE2
chr3	50385000	51125000	19	plusE2
chr3	43785000	45365000	19	plusE2
chr3	38255000	38665000	19	plusE2
chr3	37635000	37915000	19	plusE2
chr3	29135000	29345000	19	plusE2
chr3	15265000	16045000	19	plusE2
chr3	14685000	15195000	19	plusE2
chr3	9835000	10305000	19	plusE2
chr3	149175000	149435000	18	plusE2
chr3	144825000	145125000	18	plusE2
chr3	138485000	138745000	18	plusE2
chr3	129305000	130075000	18	plusE2
chr3	128675000	129195000	18	plusE2
chr3	116905000	117435000	18	plusE2
chr3	113655000	115975000	18	plusE2
chr3	109525000	110135000	18	plusE2
chr3	107355000	107575000	18	plusE2
chr3	101495000	102245000	18	plusE2
chr3	97205000	97585000	18	plusE2
chr3	96745000	96875000	18	plusE2
chr3	76675000	76775000	18	plusE2
chr3	68625000	68875000	18	plusE2
chr3	66995000	67285000	18	plusE2
chr3	65395000	65655000	18	plusE2
chr3	58535000	58795000	18	plusE2
chr3	55375000	55785000	18	plusE2
chr3	52475000	52775000	18	plusE2
chr3	51905000	52105000	18	plusE2
chr3	46115000	46215000	18	plusE2
chr3	39815000	40445000	18	plusE2
chr3	39505000	39635000	18	plusE2
chr3	38895000	39285000	18	plusE2
chr3	37975000	38105000	18	plusE2
chr3	37745000	37895000	18	plusE2
chr3	34425000	34635000	18	plusE2
chr3	30035000	30385000	18	plusE2
chr3	27465000	28105000	18	plusE2
chr3	21725000	21915000	18	plusE2
chr3	20595000	22195000	18	plusE2
chr3	15365000	15505000	18	plusE2
chr3	13475000	13865000	18	plusE2
chr3	152985000	153255000	17	plusE2
chr3	152975000	153655000	17	plusE2
chr3	152775000	153505000	17	plusE2
chr3	152765000	153875000	17	plusE2
chr3	152765000	153805000	17	plusE2
chr3	148675000	148805000	17	plusE2
chr3	142775000	142945000	17	plusE2
chr3	138485000	138635000	17	plusE2
chr3	137775000	138435000	17	plusE2
chr3	130945000	131215000	17	plusE2
chr3	130495000	130695000	17	plusE2
chr3	125405000	125675000	17	plusE2
chr3	123845000	124015000	17	plusE2
chr3	116035000	116485000	17	plusE2
chr3	114115000	115945000	17	plusE2
chr3	107215000	107565000	17	plusE2
chr3	92155000	92395000	17	plusE2
chr3	80805000	81915000	17	plusE2
chr3	65655000	65935000	17	plusE2
chr3	64565000	64725000	17	plusE2
chr3	61625000	61745000	17	plusE2
chr3	57675000	58125000	17	plusE2
chr3	56185000	56475000	17	plusE2
chr3	53655000	54155000	17	plusE2
chr3	50425000	50615000	17	plusE2
chr3	50045000	50155000	17	plusE2
chr3	41085000	41585000	17	plusE2
chr3	39365000	39475000	17	plusE2
chr3	36605000	37025000	17	plusE2
chr3	34675000	34915000	17	plusE2
chr3	21935000	22185000	17	plusE2
chr3	20875000	20965000	17	plusE2
chr3	18065000	18625000	17	plusE2
chr3	13505000	13865000	17	plusE2
chr3	10685000	13455000	17	plusE2
chr3	150045000	150195000	16	plusE2
chr3	149185000	149355000	16	plusE2
chr3	149095000	149255000	16	plusE2
chr3	139945000	141465000	16	plusE2
chr3	138915000	139195000	16	plusE2
chr3	136345000	136485000	16	plusE2
chr3	134315000	134625000	16	plusE2
chr3	133315000	134625000	16	plusE2
chr3	131895000	132085000	16	plusE2
chr3	127975000	128335000	16	plusE2
chr3	119745000	120195000	16	plusE2
chr3	116025000	116575000	16	plusE2
chr3	106695000	106865000	16	plusE2
chr3	106545000	106875000	16	plusE2
chr3	95475000	95835000	16	plusE2
chr3	93545000	94365000	16	plusE2
chr3	83325000	83615000	16	plusE2
chr3	81505000	81665000	16	plusE2
chr3	80805000	81785000	16	plusE2
chr3	80805000	81035000	16	plusE2
chr3	78365000	78905000	16	plusE2
chr3	66335000	67275000	16	plusE2
chr3	57465000	57815000	16	plusE2
chr3	41595000	41745000	16	plusE2
chr3	35115000	35485000	16	plusE2
chr3	31795000	32515000	16	plusE2
chr3	30595000	31065000	16	plusE2
chr3	29785000	29895000	16	plusE2
chr3	29745000	30505000	16	plusE2
chr3	29445000	29715000	16	plusE2
chr3	28865000	28985000	16	plusE2
chr3	25995000	26145000	16	plusE2
chr3	19525000	20195000	16	plusE2
chr3	7685000	7825000	16	plusE2
chr3	5225000	6105000	16	plusE2
chr3	149525000	149725000	15	plusE2
chr3	145415000	145915000	15	plusE2
chr3	145295000	145575000	15	plusE2
chr3	143615000	144195000	15	plusE2
chr3	135885000	136355000	15	plusE2
chr3	126075000	126585000	15	plusE2
chr3	119485000	119615000	15	plusE2
chr3	117435000	117625000	15	plusE2
chr3	114105000	115985000	15	plusE2
chr3	110145000	113085000	15	plusE2
chr3	109835000	110095000	15	plusE2
chr3	105985000	106555000	15	plusE2
chr3	105075000	105905000	15	plusE2
chr3	100195000	100685000	15	plusE2
chr3	90135000	90375000	15	plusE2
chr3	87075000	87415000	15	plusE2
chr3	83115000	83785000	15	plusE2
chr3	76725000	76925000	15	plusE2
chr3	66425000	67205000	15	plusE2
chr3	66405000	67195000	15	plusE2
chr3	58565000	59005000	15	plusE2
chr3	56495000	56695000	15	plusE2
chr3	52405000	52885000	15	plusE2
chr3	45405000	45545000	15	plusE2
chr3	42845000	43015000	15	plusE2
chr3	39995000	40395000	15	plusE2
chr3	39815000	40395000	15	plusE2
chr3	39445000	39745000	15	plusE2
chr3	33575000	33735000	15	plusE2
chr3	31905000	32135000	15	plusE2
chr3	30595000	31135000	15	plusE2
chr3	26325000	27105000	15	plusE2
chr3	18625000	19055000	15	plusE2
chr3	18175000	19055000	15	plusE2
chr3	8095000	8335000	15	plusE2
chr3	158165000	159285000	14	plusE2
chr3	154655000	155075000	14	plusE2
chr3	149455000	150435000	14	plusE2
chr3	147195000	148985000	14	plusE2
chr3	146995000	149445000	14	plusE2
chr3	146995000	148825000	14	plusE2
chr3	141885000	142485000	14	plusE2
chr3	137865000	138445000	14	plusE2
chr3	137425000	137755000	14	plusE2
chr3	131975000	132195000	14	plusE2
chr3	128375000	128615000	14	plusE2
chr3	128005000	129685000	14	plusE2
chr3	125845000	126595000	14	plusE2
chr3	124315000	124525000	14	plusE2
chr3	123695000	124585000	14	plusE2
chr3	118435000	118675000	14	plusE2
chr3	116425000	116595000	14	plusE2
chr3	109735000	113085000	14	plusE2
chr3	108405000	108655000	14	plusE2
chr3	96935000	97695000	14	plusE2
chr3	92155000	93495000	14	plusE2
chr3	82375000	82725000	14	plusE2
chr3	79205000	79815000	14	plusE2
chr3	73535000	73695000	14	plusE2
chr3	68865000	69045000	14	plusE2
chr3	64895000	65355000	14	plusE2
chr3	63295000	63555000	14	plusE2
chr3	53525000	53875000	14	plusE2
chr3	51585000	52105000	14	plusE2
chr3	42205000	42465000	14	plusE2
chr3	34245000	35095000	14	plusE2
chr3	32185000	32315000	14	plusE2
chr3	24155000	24365000	14	plusE2
chr3	18215000	19065000	14	plusE2
chr3	10405000	10685000	14	plusE2
chr3	9075000	9335000	14	plusE2
chr3	8955000	9595000	14	plusE2
chr3	5865000	8245000	14	plusE2
chr3	152865000	153655000	13	plusE2
chr3	150445000	151205000	13	plusE2
chr3	143235000	143615000	13	plusE2
chr3	139505000	141465000	13	plusE2
chr3	136005000	136655000	13	plusE2
chr3	125845000	126775000	13	plusE2
chr3	124605000	125845000	13	plusE2
chr3	118425000	121095000	13	plusE2
chr3	117915000	118085000	13	plusE2
chr3	111195000	111365000	13	plusE2
chr3	110245000	110455000	13	plusE2
chr3	109525000	111065000	13	plusE2
chr3	109035000	109355000	13	plusE2
chr3	102255000	103175000	13	plusE2
chr3	90905000	90955000	13	plusE2
chr3	84255000	84475000	13	plusE2
chr3	82055000	82845000	13	plusE2
chr3	77835000	78015000	13	plusE2
chr3	62925000	63875000	13	plusE2
chr3	54155000	54685000	13	plusE2
chr3	53525000	54685000	13	plusE2
chr3	52265000	53445000	13	plusE2
chr3	49535000	49745000	13	plusE2
chr3	38885000	40115000	13	plusE2
chr3	33955000	34645000	13	plusE2
chr3	28645000	28965000	13	plusE2
chr3	20585000	22315000	13	plusE2
chr3	19565000	20195000	13	plusE2
chr3	16465000	17325000	13	plusE2
chr3	16225000	17815000	13	plusE2
chr3	158055000	159545000	12	plusE2
chr3	154825000	155225000	12	plusE2
chr3	152975000	153505000	12	plusE2
chr3	152265000	152735000	12	plusE2
chr3	147095000	148985000	12	plusE2
chr3	147005000	147175000	12	plusE2
chr3	143605000	144405000	12	plusE2
chr3	143095000	144205000	12	plusE2
chr3	142295000	142705000	12	plusE2
chr3	138485000	139075000	12	plusE2
chr3	136825000	136985000	12	plusE2
chr3	134655000	135405000	12	plusE2
chr3	127065000	127285000	12	plusE2
chr3	126055000	126495000	12	plusE2
chr3	124345000	125275000	12	plusE2
chr3	121175000	121535000	12	plusE2
chr3	118435000	119725000	12	plusE2
chr3	118425000	119155000	12	plusE2
chr3	111405000	111625000	12	plusE2
chr3	109535000	112715000	12	plusE2
chr3	106135000	106715000	12	plusE2
chr3	95335000	95835000	12	plusE2
chr3	83915000	84545000	12	plusE2
chr3	69105000	69725000	12	plusE2
chr3	67515000	68045000	12	plusE2
chr3	66325000	67435000	12	plusE2
chr3	63555000	64835000	12	plusE2
chr3	59865000	60615000	12	plusE2
chr3	59125000	60615000	12	plusE2
chr3	56005000	56805000	12	plusE2
chr3	55375000	55975000	12	plusE2
chr3	51485000	51835000	12	plusE2
chr3	49755000	50075000	12	plusE2
chr3	48495000	48695000	12	plusE2
chr3	45735000	45955000	12	plusE2
chr3	40005000	40455000	12	plusE2
chr3	39255000	39525000	12	plusE2
chr3	39205000	39415000	12	plusE2
chr3	36645000	37415000	12	plusE2
chr3	34645000	35565000	12	plusE2
chr3	32325000	32695000	12	plusE2
chr3	19315000	19555000	12	plusE2
chr3	14875000	16045000	12	plusE2
chr3	14385000	16045000	12	plusE2
chr3	10325000	13865000	12	plusE2
chr3	8595000	9055000	12	plusE2
chr3	8125000	8495000	12	plusE2
chr3	154655000	155355000	11	plusE2
chr3	149455000	150995000	11	plusE2
chr3	139485000	140145000	11	plusE2
chr3	121955000	122465000	11	plusE2
chr3	120475000	121105000	11	plusE2
chr3	109525000	112945000	11	plusE2
chr3	82875000	83275000	11	plusE2
chr3	69235000	69905000	11	plusE2
chr3	68055000	68945000	11	plusE2
chr3	31045000	31605000	11	plusE2
chr3	29045000	30535000	11	plusE2
chr3	29035000	30555000	11	plusE2
chr3	26235000	26825000	11	plusE2
chr3	148985000	151225000	10	plusE2
chr3	147005000	148385000	10	plusE2
chr3	121955000	122635000	10	plusE2
chr3	121535000	122145000	10	plusE2
chr3	118435000	120475000	10	plusE2
chr3	88305000	88705000	10	plusE2
chr3	78965000	79815000	10	plusE2
chr3	73055000	74915000	10	plusE2
chr3	62475000	63995000	10	plusE2
chr3	47885000	48145000	10	plusE2
chr3	28815000	29725000	10	plusE2
chr3	149015000	150425000	9	plusE2
chr3	129705000	130695000	9	plusE2
chr3	128345000	129695000	9	plusE2
chr3	121175000	121735000	9	plusE2
chr3	109535000	112915000	9	plusE2
chr3	45935000	47015000	9	plusE2
chr3	39575000	40435000	9	plusE2
chr3	33955000	35485000	9	plusE2
chr3	33825000	34645000	9	plusE2
chr3	19905000	20525000	9	plusE2
chr3	148825000	149445000	8	plusE2
chr3	147505000	148965000	8	plusE2
chr3	31145000	32305000	8	plusE2
chr3	145585000	146175000	7	plusE2
chr3	109185000	109765000	7	plusE2
chr3	129835000	130065000	27	plusE2
chr3	138745000	138905000	27	plusE2
chr3	138465000	138905000	27	plusE2
chr3	146185000	146495000	27	plusE2
chr3	145445000	145575000	27	plusE2
chr3	10405000	13865000	28	plusE2
chr3	154965000	155055000	27	plusE2
chr3	60505000	60615000	28	plusE2
chr3	36695000	36865000	28	plusE2
chr3	82055000	82145000	28	plusE2
chr3	76065000	78355000	28	plusE2
chr3	136675000	136795000	28	plusE2
chr3	105995000	106885000	28	plusE2
chr3	16465000	17825000	29	plusE2
chr3	154665000	154805000	28	plusE2
chr3	27995000	28085000	29	plusE2
chr3	20655000	22075000	29	plusE2
chr3	67455000	67565000	29	plusE2
chr3	41305000	41565000	29	plusE2
chr3	101885000	102015000	29	plusE2
chr3	94885000	94975000	29	plusE2
chr3	145755000	145885000	29	plusE2
chr3	105685000	105955000	29	plusE2
chr3	5225000	5385000	30	plusE2
chr3	5225000	5335000	30	plusE2
chr3	30805000	30955000	30	plusE2
chr3	7535000	8545000	30	plusE2
chr3	67375000	67435000	30	plusE2
chr3	51705000	52105000	30	plusE2
chr3	134245000	134625000	30	plusE2
chr3	87245000	87565000	30	plusE2
chr3	36695000	36785000	31	plusE2
chr3	9105000	9215000	31	plusE2
chr3	129915000	130075000	31	plusE2
chr3	55665000	55775000	31	plusE2
chr3	51705000	51855000	32	plusE2
chr3	145655000	145905000	31	plusE2
chr3	64985000	65935000	32	plusE2
chr3	53055000	53235000	32	plusE2
chr3	79925000	79995000	32	plusE2
chr3	79885000	80065000	32	plusE2
chr3	121315000	121505000	32	plusE2
chr3	105455000	105655000	32	plusE2
chr3	55545000	55655000	33	plusE2
chr3	143245000	144205000	32	plusE2
chr3	115715000	115975000	33	plusE2
chr3	76065000	78915000	33	plusE2
chr3	79285000	79475000	34	plusE2
chr3	54815000	55065000	34	plusE2
chr3	145655000	145755000	34	plusE2
chr3	97235000	97295000	34	plusE2
chr3	157965000	158025000	34	plusE2
chr3	145945000	146105000	34	plusE2
chr3	79855000	80065000	35	plusE2
chr3	154715000	154805000	35	plusE2
chr3	106945000	107185000	35	plusE2
chr3	51235000	51365000	36	plusE2
chr3	9835000	9945000	36	plusE2
chr3	100975000	101165000	36	plusE2
chr3	88945000	89035000	36	plusE2
chr3	126595000	126775000	36	plusE2
chr3	107205000	107275000	36	plusE2
chr3	144535000	144615000	36	plusE2
chr3	122505000	122615000	43	plusE2
chr3	116775000	116835000	43	plusE2
chr3	115665000	115975000	43	plusE2
chr3	87975000	88075000	43	plusE2
chr3	84695000	84815000	43	plusE2
chr3	38885000	40395000	43	plusE2
chr3	130625000	130675000	42	plusE2
chr3	116515000	116575000	42	plusE2
chr3	115715000	115885000	42	plusE2
chr3	105455000	105525000	42	plusE2
chr3	101535000	101585000	42	plusE2
chr3	96335000	96405000	42	plusE2
chr3	87035000	87505000	42	plusE2
chr3	79145000	79195000	42	plusE2
chr3	68055000	68545000	42	plusE2
chr3	40845000	40895000	42	plusE2
chr3	36445000	36495000	42	plusE2
chr3	30695000	30795000	42	plusE2
chr3	10015000	10305000	42	plusE2
chr3	38885000	40445000	41	plusE2
chr3	75225000	75715000	40	plusE2
chr3	68495000	68575000	40	plusE2
chr3	53245000	53325000	40	plusE2
chr3	127055000	127125000	39	plusE2
chr3	33055000	33145000	39	plusE2
chr3	152475000	152715000	38	plusE2
chr3	146345000	146485000	37	plusE2
chr3	129305000	129635000	37	plusE2
chr3	115775000	115885000	37	plusE2
chr3	51495000	51555000	37	plusE2
chr3	152785000	153655000	36	plusE2
chr3	104545000	104635000	44	plusE2
chr3	36915000	36985000	45	plusE2
chr3	10015000	10245000	45	plusE2
chr3	116425000	116485000	45	plusE2
chr3	86395000	86445000	45	plusE2
chr3	127455000	127555000	45	plusE2
chr3	127325000	127555000	45	plusE2
chr3	86855000	86915000	46	plusE2
chr3	122645000	122905000	46	plusE2
chr3	87325000	87495000	46	plusE2
chr3	52255000	53005000	47	plusE2
chr3	18045000	19065000	47	plusE2
chr3	84345000	84535000	48	plusE2
chr3	108165000	108255000	47	plusE2
chr3	38225000	38855000	64	plusE2
chr3	82365000	82855000	59	plusE2
chr3	84345000	84485000	58	plusE2
chr3	68615000	68715000	58	plusE2
chr3	30015000	30515000	54	plusE2
